acc,gen,loss
0.2945205479452055,1,1.1062547262400797
0.3493150684931507,2,1.0967702032768563
0.3527397260273973,3,1.102008190873551
0.3013698630136986,4,1.1032573719547218
0.3253424657534247,5,1.0993847161123198
0.2945205479452055,6,1.104122186360294
0.3150684931506849,7,1.101395995649573
0.339041095890411,8,1.0983666687795561
0.3184931506849315,9,1.1004420551535201
0.3835616438356164,10,1.0947527869106972
0.2945205479452055,11,1.1006954908370972
0.3287671232876712,12,1.0991884894566992
0.2979452054794521,13,1.1009121806654212
0.3253424657534247,14,1.0973355655800807
0.363013698630137,15,1.0978731880449268
0.3561643835616438,16,1.0977963862353808
0.3801369863013699,17,1.0970054489292511
0.3732876712328767,18,1.0962419624197972
0.3595890410958904,19,1.0962990832655397
0.3698630136986301,20,1.0938591940762246
0.3698630136986301,21,1.0917759268251184
0.410958904109589,22,1.0877293021711585
0.476027397260274,23,1.070223373909519
0.5171232876712328,24,1.019443731601924
0.5787671232876712,25,0.9554970288929874
0.5684931506849316,26,0.922227390824932
0.6027397260273972,27,0.8561031189683366
0.6506849315068494,28,0.8238683187798278
0.6027397260273972,29,0.8418000344544241
0.6746575342465754,30,0.7437840606251808
0.6883561643835616,31,0.7139823779667893
0.6986301369863014,32,0.7173316503224307
0.684931506849315,33,0.6903979825238659
0.75,34,0.6394373496917829
0.7636986301369864,35,0.6024822213061868
0.8047945205479452,36,0.5705033120227186
0.7636986301369864,37,0.586017540260537
0.7157534246575342,38,0.624275973602517
0.7294520547945206,39,0.6048500231684071
0.821917808219178,40,0.529102429543456
0.7808219178082192,41,0.5407968539081208
0.7465753424657534,42,0.529593823299016
0.797945205479452,43,0.5105449475654183
0.7945205479452054,44,0.5599261561076935
0.815068493150685,45,0.4668887831168632
0.8321917808219178,46,0.45581265018410877
0.75,47,0.5052949108489572
0.8321917808219178,48,0.4803600803221742
0.7773972602739726,49,0.4814551109830811
0.7465753424657534,50,0.6158263148510292
0.8184931506849316,51,0.45196486723749607
0.815068493150685,52,0.467853893155921
0.815068493150685,53,0.4261303073535227
0.863013698630137,54,0.4399695785282409
0.8321917808219178,55,0.4796976175618498
0.8356164383561644,56,0.4043304050621921
0.863013698630137,57,0.4178241883238701
0.8082191780821918,58,0.45796949202067233
0.8561643835616438,59,0.3960415956704584
0.8904109589041096,60,0.37691409742995485
0.8424657534246576,61,0.42490816810359694
0.8732876712328768,62,0.36576727512356355
0.8458904109589042,63,0.3654506367771593
0.8458904109589042,64,0.48511865469690874
0.8664383561643836,65,0.3569175493839669
0.8356164383561644,66,0.42192300296809576
0.8835616438356164,67,0.36494427960212916
0.8904109589041096,68,0.3600439759966445
0.886986301369863,69,0.4019497499788461
0.910958904109589,70,0.2872089241465477
0.8698630136986302,71,0.34777068341635675
0.910958904109589,72,0.3030158357873355
0.8356164383561644,73,0.45547600621229983
0.8904109589041096,74,0.3484110186157161
0.863013698630137,75,0.4055718365189147
0.8287671232876712,76,0.3765565385557201
0.928082191780822,77,0.28346126955257706
0.8527397260273972,78,0.3441899074879411
0.8561643835616438,79,0.35957750780125186
0.8356164383561644,80,0.35149217274499267
0.8527397260273972,81,0.3782176414683257
0.8287671232876712,82,0.4470828019899048
0.9041095890410958,83,0.28651892363208614
0.8904109589041096,84,0.3977844306357103
0.9143835616438356,85,0.27647264949875333
0.9417808219178082,86,0.2335870004169745
0.8561643835616438,87,0.4571375292662072
0.8904109589041096,88,0.29392420551548265
0.9178082191780822,89,0.2756723974869676
0.910958904109589,90,0.2568716418049107
0.8561643835616438,91,0.4519071289631602
0.8972602739726028,92,0.2881908235076356
0.8664383561643836,93,0.3449802534935409
0.886986301369863,94,0.33467530515300087
0.8835616438356164,95,0.29233567360533425
0.8732876712328768,96,0.2982205172924146
0.8904109589041096,97,0.2809878646408858
0.8938356164383562,98,0.29257583077231497
0.8801369863013698,99,0.31626756550514534
0.8732876712328768,100,0.3465435840699771
0.8904109589041096,101,0.2908549500909978
0.9143835616438356,102,0.29616860672831535
0.8698630136986302,103,0.3540641526653342
0.9075342465753424,104,0.2737089445278661
0.8767123287671232,105,0.3805998176948665
0.9075342465753424,106,0.27108771374372587
0.8493150684931506,107,0.4696574558644262
0.8938356164383562,108,0.2846510674141041
0.9417808219178082,109,0.21439349528861373
0.9143835616438356,110,0.2861905933855331
0.8732876712328768,111,0.4921889299501295
0.9006849315068494,112,0.26397403987915546
0.8253424657534246,113,0.4343402912865763
0.8595890410958904,114,0.3377987956245468
0.910958904109589,115,0.24404452003742735
0.9212328767123288,116,0.24950083243112042
0.934931506849315,117,0.22499996847281717
0.886986301369863,118,0.3511830818877645
0.8595890410958904,119,0.3533881494443711
0.8527397260273972,120,0.33642241746595464
0.8595890410958904,121,0.40456113405525684
0.9143835616438356,122,0.2512891787576349
0.8767123287671232,123,0.34287390222594344
0.934931506849315,124,0.1905005886538388
0.9315068493150684,125,0.19757864037401054
0.8972602739726028,126,0.3088419658629453
0.815068493150685,127,0.47493512877454497
0.9383561643835616,128,0.1986028531515231
0.8458904109589042,129,0.42807395174486995
0.9212328767123288,130,0.22858061177069194
0.9143835616438356,131,0.2722951017243609
0.9246575342465754,132,0.24743039194137267
0.9143835616438356,133,0.24110820853751
0.8972602739726028,134,0.2438029500668588
0.910958904109589,135,0.25811548607602514
0.910958904109589,136,0.376907625248375
0.934931506849315,137,0.27581263726500616
0.863013698630137,138,0.42373430272181556
0.8972602739726028,139,0.2642558017005659
0.9075342465753424,140,0.22571448619439177
0.8801369863013698,141,0.330880452406733
0.9075342465753424,142,0.39305732031799345
0.8698630136986302,143,0.33579438067462347
0.886986301369863,144,0.3097143264308776
0.9212328767123288,145,0.2570925318980462
0.9041095890410958,146,0.2910558347628541
0.9417808219178082,147,0.1865398999915956
0.8938356164383562,148,0.421043938446841
0.9212328767123288,149,0.22755062220337458
0.886986301369863,150,0.28576021095457144
0.8904109589041096,151,0.4066571889521733
0.9212328767123288,152,0.2453465081164486
0.9554794520547946,153,0.19026868734253596
0.934931506849315,154,0.19739430680973072
0.928082191780822,155,0.2320554039938605
0.9452054794520548,156,0.18434128348958
0.934931506849315,157,0.19050408226169951
0.9143835616438356,158,0.24813204194891125
0.8904109589041096,159,0.45696008366162644
0.9486301369863014,160,0.1579603232979162
0.9178082191780822,161,0.2742427132436878
0.9691780821917808,162,0.11966860155281547
0.9006849315068494,163,0.25901934151116707
0.934931506849315,164,0.20244055445471856
0.9657534246575342,165,0.13272180977239184
0.9315068493150684,166,0.23064250056312918
0.9041095890410958,167,0.30415233990100965
0.9178082191780822,168,0.21213236074792605
0.8835616438356164,169,0.307902372837679
0.9315068493150684,170,0.18697758425945696
0.9417808219178082,171,0.1557635678590773
0.8527397260273972,172,0.3744325794228544
0.8938356164383562,173,0.24591144401427
0.934931506849315,174,0.21195589974267434
0.9041095890410958,175,0.2679338331066378
0.9452054794520548,176,0.18443809942125458
0.9041095890410958,177,0.27441055474369086
0.8732876712328768,178,0.3635789153663671
0.928082191780822,179,0.2139284258631811
0.9212328767123288,180,0.20466011295681946
0.934931506849315,181,0.21809459226333525
0.9178082191780822,182,0.24701711106790256
0.8972602739726028,183,0.25295451800147556
0.9075342465753424,184,0.21292667639480062
0.934931506849315,185,0.19632985199202005
0.9246575342465754,186,0.1919076969362285
0.9246575342465754,187,0.25564670801315814
0.9657534246575342,188,0.13055035368577667
0.9178082191780822,189,0.24829326059720289
0.9212328767123288,190,0.22302784936898068
0.9691780821917808,191,0.13587892738693993
0.8904109589041096,192,0.24807913318174343
0.8458904109589042,193,0.37854689875081793
