acc,gen,loss
0.2842465753424658,1,1.1017722071033635
0.3356164383561644,2,1.0988971076599539
0.3527397260273973,3,1.093992729709573
0.4246575342465753,4,1.0842395906579005
0.4075342465753425,5,1.0868844618536022
0.4691780821917808,6,1.0533564556134891
0.5376712328767124,7,0.9924738496950228
0.5273972602739726,8,0.9453317367867248
0.5308219178082192,9,0.8626762775525655
0.547945205479452,10,0.8494334690374871
0.6061643835616438,11,0.8087390514269267
0.5513698630136986,12,0.8698747884737302
0.5856164383561644,13,0.7995630459834452
0.5342465753424658,14,0.933705645881287
0.5753424657534246,15,0.828744211833771
0.6575342465753424,16,0.7549266941743354
0.6575342465753424,17,0.7076527108884838
0.565068493150685,18,0.9097502615353833
0.5993150684931506,19,0.8229484656085707
0.6506849315068494,20,0.7663471388490233
0.4863013698630137,21,0.9570069455937164
0.6061643835616438,22,0.7976465480376597
0.6917808219178082,23,0.6408902448538232
0.7465753424657534,24,0.6122754947984055
0.726027397260274,25,0.6498588982918491
0.726027397260274,26,0.6439939818970145
0.5582191780821918,27,0.8339613643411088
0.5136986301369864,28,0.9347900072597477
0.7123287671232876,29,0.6843130241518152
0.7054794520547946,30,0.6449914999714453
0.7191780821917808,31,0.6067470277417196
0.6678082191780822,32,0.6607107584402986
0.7808219178082192,33,0.5135948056839916
0.8184931506849316,34,0.4147376480371985
0.6095890410958904,35,0.8611453153601248
0.7842465753424658,36,0.5112435057351034
0.6643835616438356,37,0.675455304347489
0.7157534246575342,38,0.6039825018546353
0.7294520547945206,39,0.5750056839458746
0.7157534246575342,40,0.5973556927111867
0.7705479452054794,41,0.46830977101440296
0.7773972602739726,42,0.4775188625471233
0.8527397260273972,43,0.31562823480735086
0.8082191780821918,44,0.37505399823597035
0.8561643835616438,45,0.2944993522426445
0.8527397260273972,46,0.37049671293121494
0.7842465753424658,47,0.5009166436805709
0.7568493150684932,48,0.47449839229963414
0.8253424657534246,49,0.3314427717091286
0.6335616438356164,50,0.8063515439017178
0.7602739726027398,51,0.4500575872929129
0.839041095890411,52,0.32908076545453235
0.8732876712328768,53,0.2994987892165576
0.8116438356164384,54,0.44796781666729957
0.7534246575342466,55,0.45721753811693355
0.8253424657534246,56,0.4335417901867465
0.7945205479452054,57,0.42274825110368125
0.8835616438356164,58,0.25234876171213716
0.8835616438356164,59,0.2384023390302103
0.7397260273972602,60,0.7852150855764543
0.797945205479452,61,0.4127267166104627
0.8458904109589042,62,0.3777418571383986
0.8082191780821918,63,0.3296276669668621
0.773972602739726,64,0.5256982113885349
0.8458904109589042,65,0.30845783907307744
0.7123287671232876,66,0.613159498238094
0.9075342465753424,67,0.19778512272830695
0.8253424657534246,68,0.34067134113267883
0.6883561643835616,69,0.8441193054800165
0.8287671232876712,70,0.4198471586896132
0.886986301369863,71,0.2367424014955759
0.863013698630137,72,0.271267126639667
0.6986301369863014,73,0.8588287808919606
0.8732876712328768,74,0.2837056223022407
0.886986301369863,75,0.23554210491121225
0.773972602739726,76,0.41075266319748066
