acc,gen,loss
0.3698630136986301,1,1.0915609336879155
0.4931506849315068,2,1.0445811005487835
0.5993150684931506,3,0.9038530563654965
0.9623287671232876,4,0.43345094706914195
0.9863013698630136,5,0.2383921111691488
0.9931506849315068,6,0.14203047900371354
1.0,7,0.08134866044027349
0.9965753424657534,8,0.054054259724455746
1.0,9,0.03564787224853692
1.0,10,0.02112624662201086
1.0,11,0.010255314895328237
1.0,12,0.007131354377783631
1.0,13,0.00998438017965894
1.0,14,0.0064037910842796
0.9965753424657534,15,0.006580932626392284
1.0,16,0.0046895777117716125
1.0,17,0.003934283224723863
1.0,18,0.0009842009852921003
1.0,19,0.0003130692929678919
1.0,20,0.0003259791539103265
