acc,gen,loss
0.3356164383561644,1,1.1012251948657101
0.3424657534246575,2,1.0993007372503412
0.3732876712328767,3,1.0967075906387747
0.3561643835616438,4,1.0910055539379382
0.4280821917808219,5,1.079494939274984
0.4452054794520548,6,1.057448881129696
0.5958904109589042,7,0.9228934253731819
0.7363013698630136,8,0.7151297816675003
0.8321917808219178,9,0.5663446979979946
0.8801369863013698,10,0.4489681939147923
0.8527397260273972,11,0.44201199934907154
0.815068493150685,12,0.4681590830218302
0.8698630136986302,13,0.4013983161277967
0.8287671232876712,14,0.4452615311905129
0.8356164383561644,15,0.4173219386641293
0.7123287671232876,16,0.5724790399409321
0.8184931506849316,17,0.44706317843639687
0.8595890410958904,18,0.3593792802054588
0.8356164383561644,19,0.4126334878271573
0.8424657534246576,20,0.37517571709539793
0.821917808219178,21,0.39345863043037177
0.7808219178082192,22,0.43531465499776684
0.7876712328767124,23,0.49771820136333167
0.8287671232876712,24,0.3439535668298398
0.8732876712328768,25,0.38289407737655184
0.8904109589041096,26,0.3057870116237908
0.8527397260273972,27,0.36825981950514936
0.8732876712328768,28,0.2868517352497741
0.8561643835616438,29,0.3546360512200284
0.8732876712328768,30,0.3086131113543086
0.863013698630137,31,0.32258736380465225
0.8561643835616438,32,0.3440385484455587
0.9041095890410958,33,0.2538557603751143
0.8767123287671232,34,0.2698215975438895
0.9383561643835616,35,0.2023665821052169
0.8801369863013698,36,0.276038679307046
0.9726027397260274,37,0.15161577770358894
0.9452054794520548,38,0.16362896459559872
0.952054794520548,39,0.1373295268579705
0.9246575342465754,40,0.22033992634244162
0.9657534246575342,41,0.1405821265142462
0.9691780821917808,42,0.12286332840329572
0.934931506849315,43,0.21495684183980912
0.952054794520548,44,0.15555733955490772
0.9075342465753424,45,0.20649813928271402
0.8356164383561644,46,0.4219160954888961
0.958904109589041,47,0.1327941760369768
0.9452054794520548,48,0.16367837628477241
0.952054794520548,49,0.1566644362301553
0.9897260273972602,50,0.06611531499569138
0.9931506849315068,51,0.06398787020310147
